0	1
0.05	0.95
0.1	0.9025
0.15	0.857375
0.2	0.81450625
0.25	0.7737809375
0.3	0.7350918906
0.35	0.6983372961
0.4	0.6634204313
0.45	0.6302494097
0.5	0.5987369392
0.55	0.5688000923
0.6	0.5403600877
0.65	0.5133420833
0.7	0.4876749791
0.75	0.4632912302
0.8	0.4401266687
0.85	0.4181203352
0.9	0.3972143185
0.95	0.3773536025
1	0.3584859224
1.05	0.3405616263
1.1	0.323533545
1.15	0.3073568677
1.2	0.2919890243
1.25	0.2773895731
1.3	0.2635200945
1.35	0.2503440897
1.4	0.2378268853
1.45	0.225935541
1.5	0.2146387639
1.55	0.2039068257
1.6	0.1937114845
1.65	0.1840259102
1.7	0.1748246147
1.75	0.166083384
1.8	0.1577792148
1.85	0.149890254
1.9	0.1423957413
1.95	0.1352759543
2	0.1285121566

